1	0	0
2	1	1
3	1	1
4	1	1
5	2	2
6	3	2
7	4	2
8	4	2
9	4	2
10	5	3
11	5	3
12	6	3
13	6	3
14	7	3
15	7	3
16	8	3
17	8	3
18	9	3
19	9	3
20	10	4
21	10	4
22	10	4
23	11	4
24	12	4
25	12	4
26	12	4
27	13	4
28	14	4
29	15	4
30	16	4
31	17	4
32	18	4
33	19	4
34	20	5
35	20	5
36	21	5
37	21	5
38	22	5
39	22	5
40	23	5
41	23	5
42	24	5
43	24	5
44	25	5
45	25	5
46	26	5
47	26	5
48	27	5
49	27	5
50	28	5
51	28	5
52	29	5
53	29	5
54	30	5
55	30	5
56	31	5
57	31	5
58	32	5
59	32	5
60	33	5
61	33	5
62	34	6
63	35	6
64	36	6
65	37	6
66	38	6
67	39	6
68	40	6
69	40	6
70	40	6
71	41	6
72	42	6
73	43	6
74	44	6
75	45	6
76	46	6
77	47	6
78	48	6
79	49	6
80	49	6
81	49	6
82	50	6
83	51	6
84	51	6
85	52	6
86	52	6
87	52	6
88	53	6
89	54	6
90	55	6
91	55	6
92	56	6
93	57	6
94	57	6
95	57	6
96	58	6
97	59	6
98	59	6
99	59	6
100	60	6
101	60	6
102	60	6
103	61	6
104	62	7
105	63	7
106	63	7
107	64	7
108	64	7
109	65	7
110	65	7
111	66	7
112	66	7
113	67	7
114	67	7
115	68	7
116	68	7
117	69	7
118	69	7
119	70	7
120	70	7
121	71	7
122	71	7
123	72	7
124	72	7
125	73	7
126	73	7
127	74	7
128	74	7
129	75	7
130	76	7
131	76	7
132	77	7
133	77	7
134	78	7
135	78	7
136	79	7
137	79	7
138	80	7
139	80	7
140	81	7
141	81	7
142	82	7
143	82	7
144	83	7
145	83	7
146	84	7
147	84	7
148	85	7
149	85	7
150	86	7
151	86	7
152	87	7
153	87	7
154	88	7
155	88	7
156	89	7
157	89	7
158	90	7
159	90	7
160	91	7
161	91	7
162	92	7
163	92	7
164	93	7
165	93	7
166	94	7
167	94	7
168	95	7
169	95	7
170	96	7
171	96	7
172	97	7
173	97	7
174	98	7
175	98	7
176	99	7
177	100	7
178	100	7
179	101	7
180	101	7
181	102	7
182	103	7
183	103	7
184	104	8
185	105	8
186	105	8
187	105	8
188	106	8
189	107	8
190	108	8
191	108	8
192	108	8
193	109	8
194	110	8
195	110	8
196	110	8
197	111	8
198	112	8
199	112	8
200	112	8
201	113	8
202	113	8
203	113	8
204	114	8
205	115	8
206	117	8
207	118	8
208	119	8
209	120	8
210	121	8
211	121	8
212	121	8
213	122	8
214	123	8
215	124	8
216	124	8
217	124	8
218	125	8
219	125	8
220	125	8
221	126	8
222	127	8
223	127	8
224	127	8
225	128	8
226	129	8
227	130	8
228	131	8
229	131	8
230	131	8
231	132	8
232	132	8
233	132	8
234	133	8
235	134	8
236	135	8
237	135	8
238	135	8
239	136	8
240	137	8
241	138	8
242	139	8
243	140	8
244	142	8
245	142	8
246	142	8
247	143	8
248	144	8
249	145	8
250	146	8
251	147	8
252	148	8
253	150	8
254	152	8
255	153	8
256	154	8
257	154	8
258	154	8
259	155	8
260	156	8
261	156	8
262	156	8
263	157	8
264	158	8
265	159	8
266	160	8
267	161	8
268	162	8
269	163	8
270	163	8
271	163	8
272	164	8
273	165	8
274	167	8
275	168	8
276	170	8
277	171	8
278	171	8
279	171	8
280	172	8
281	174	8
282	175	8
283	176	8
284	177	8
285	178	8
286	180	8
287	181	8
288	182	8
289	183	8
290	183	8
291	183	8
292	184	9
293	184	9
294	185	9
295	185	9
296	186	9
297	186	9
298	187	9
299	187	9
300	188	9
301	188	9
302	189	9
303	189	9
304	190	9
305	190	9
306	191	9
307	192	9
308	192	9
309	193	9
310	193	9
311	194	9
312	195	9
313	195	9
314	196	9
315	196	9
316	197	9
317	197	9
318	198	9
319	198	9
320	199	9
321	199	9
322	200	9
323	201	9
324	202	9
325	202	9
326	203	9
327	204	9
328	204	9
329	205	9
330	205	9
331	206	9
332	206	9
333	207	9
334	207	9
335	208	9
336	208	9
337	209	9
338	209	9
339	210	9
340	210	9
341	211	9
342	211	9
343	212	9
344	212	9
345	213	9
346	213	9
347	214	9
348	214	9
349	215	9
350	215	9
351	216	9
352	216	9
353	217	9
354	217	9
355	218	9
356	218	9
357	219	9
358	219	9
359	220	9
360	221	9
361	221	9
362	222	9
363	223	9
364	223	9
365	224	9
366	224	9
367	225	9
368	225	9
369	226	9
370	226	9
371	227	9
372	227	9
373	228	9
374	228	9
375	229	9
376	230	9
377	231	9
378	231	9
379	232	9
380	232	9
381	233	9
382	234	9
383	234	9
384	235	9
385	235	9
386	236	9
387	236	9
388	237	9
389	237	9
390	238	9
391	238	9
392	239	9
393	239	9
394	240	9
395	240	9
396	241	9
397	241	9
398	242	9
399	242	9
400	243	9
401	243	9
402	244	9
403	244	9
404	245	9
405	245	9
406	246	9
407	246	9
408	247	9
409	247	9
410	248	9
411	248	9
412	249	9
413	249	9
414	250	9
415	250	9
416	251	9
417	251	9
418	252	9
419	252	9
420	253	9
421	253	9
422	254	9
423	254	9
424	255	9
425	255	9
426	256	9
427	256	9
428	257	9
429	257	9
430	258	9
431	258	9
432	259	9
433	259	9
434	260	9
435	260	9
436	261	9
437	261	9
438	262	9
439	262	9
440	263	9
441	263	9
442	264	9
443	264	9
444	265	9
445	266	9
446	266	9
447	267	9
448	267	9
449	268	9
450	268	9
451	269	9
452	269	9
453	270	9
454	270	9
455	271	9
456	271	9
457	272	9
458	273	9
459	273	9
460	274	9
461	274	9
462	275	9
463	275	9
464	276	9
465	276	9
466	277	9
467	277	9
468	278	9
469	278	9
470	279	9
471	279	9
472	280	9
473	280	9
474	281	9
475	282	9
476	282	9
477	283	9
478	283	9
479	284	9
480	285	9
481	285	9
482	286	9
483	286	9
484	287	9
485	287	9
486	288	9
487	288	9
488	289	9
489	289	9
490	290	9
491	290	9
492	291	9
493	291	9
494	292	10
495	292	10
496	292	10
497	293	10
498	294	10
499	295	10
500	296	10
501	298	10
502	299	10
503	300	10
504	301	10
505	301	10
506	301	10
507	302	10
508	302	10
509	302	10
510	303	10
511	304	10
512	305	10
513	306	10
514	307	10
515	308	10
516	309	10
517	310	10
518	310	10
519	310	10
520	311	10
521	312	10
522	313	10
523	314	10
524	316	10
525	317	10
526	317	10
527	317	10
528	318	10
529	319	10
530	320	10
531	321	10
532	322	10
533	323	10
534	324	10
535	325	10
536	326	10
537	327	10
538	328	10
539	328	10
540	328	10
541	329	10
542	330	10
543	330	10
544	330	10
545	331	10
546	331	10
547	331	10
548	332	10
549	333	10
550	333	10
551	334	10
552	335	10
553	336	10
554	336	10
555	337	10
556	338	10
557	338	10
558	338	10
559	339	10
560	340	10
561	341	10
562	342	10
563	343	10
564	345	10
565	346	10
566	346	10
567	346	10
568	347	10
569	347	10
570	347	10
571	348	10
572	350	10
573	351	10
574	352	10
575	353	10
576	354	10
577	355	10
578	357	10
579	358	10
580	359	10
581	360	10
582	360	10
583	360	10
584	361	10
585	362	10
586	363	10
587	364	10
588	365	10
589	366	10
590	367	10
591	367	10
592	367	10
593	368	10
594	369	10
595	370	10
596	370	10
597	370	10
598	371	10
599	372	10
600	372	10
601	372	10
602	373	10
603	374	10
604	375	10
605	376	10
606	377	10
607	378	10
608	379	10
609	380	10
610	381	10
611	382	10
612	383	10
613	383	10
614	383	10
615	384	10
616	385	10
617	385	10
618	385	10
619	386	10
620	387	10
621	388	10
622	389	10
623	390	10
624	391	10
625	392	10
626	393	10
627	393	10
628	394	10
629	394	10
630	395	10
631	396	10
632	396	10
633	397	10
634	398	10
635	398	10
636	398	10
637	399	10
638	400	10
639	401	10
640	401	10
641	401	10
642	402	10
643	403	10
644	404	10
645	405	10
646	406	10
647	407	10
648	408	10
649	409	10
650	409	10
651	409	10
652	410	10
653	411	10
654	411	10
655	412	10
656	413	10
657	414	10
658	415	10
659	415	10
660	415	10
661	416	10
662	417	10
663	418	10
664	419	10
665	419	10
666	419	10
667	420	10
668	420	10
669	420	10
670	421	10
671	422	10
672	423	10
673	424	10
674	425	10
675	425	10
676	425	10
677	426	10
678	427	10
679	428	10
680	429	10
